Zone,sZip,cZip,CarrierName,Weight,charge_display,estimated_display,Savings
3,41048,32256,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,60120,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,30655,FEDEX,2,$11.90 ,$8.11 ,$3.79 
2,41048,40299,FEDEX,2,$13.38 ,$8.11 ,$5.27 
3,41048,10038,FEDEX,3,$11.87 ,$10.64 ,$1.23 
2,41048,15085,FEDEX,1,$13.28 ,$8.11 ,$5.17 
3,41048,15135,FEDEX,4,$13.85 ,$8.11 ,$5.74 
3,41048,40511,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,L7E2V9,FEDEX,2,$11.92 ,$8.11 ,$3.81 
2,41048,8540,FEDEX,2,$11.92 ,$8.11 ,$3.81 
2,41048,51401,FEDEX,2,$13.75 ,$11.45 ,$2.30 
3,41048,46797,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,78247,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,18951,FEDEX,4,$11.92 ,$11.59 ,$0.33 
2,41048,28217,FEDEX,1,$12.73 ,$8.11 ,$4.62 
2,41048,89118,FEDEX,1,$13.37 ,$8.11 ,$5.26 
3,53718,49423,FEDEX,2,$13.88 ,$8.11 ,$5.77 
3,41048,93725,FEDEX,1,$13.36 ,$8.11 ,$5.25 
2,41048,19104,FEDEX,2,$13.28 ,$8.11 ,$5.17 
3,41048,36067,FEDEX,1,$25.38 ,$8.11 ,$17.27 
3,41048,18936,FEDEX,4,$15.41 ,$13.03 ,$2.38 
3,41048,15601,FEDEX,2,$86.76 ,$9.13 ,$77.63 
2,41048,42105,FEDEX,2,$15.41 ,$8.11 ,$7.30 
3,41048,78130,FEDEX,2,$11.95 ,$8.17 ,$3.78 
3,41048,48211,FEDEX,3,$13.42 ,$10.44 ,$2.98 
3,41048,14511,FEDEX,1,$13.32 ,$8.11 ,$5.21 
3,41048,41048,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,44811,FEDEX,4,$17.98 ,$9.65 ,$8.33 
2,41048,50010,FEDEX,6,$23.60 ,$18.66 ,$4.94 
3,41048,47711,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,33311,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,80465,FEDEX,3,$13.28 ,$8.11 ,$5.17 
2,41048,85282,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,80222,FEDEX,3,$14.84 ,$8.34 ,$6.50 
3,41048,95624,FEDEX,4,$20.86 ,$18.38 ,$2.48 
3,41048,45206,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,28217,FEDEX,2,$15.37 ,$8.11 ,$7.26 
2,41048,76114,FEDEX,3,$15.37 ,$9.14 ,$6.23 
3,41048,15135,FEDEX,52.6,$58.02 ,$51.62 ,$6.40 
2,41048,2554,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,31539,FEDEX,2.6,$15.47 ,$8.11 ,$7.36 
3,41048,33607,FEDEX,1,$17.37 ,$8.11 ,$9.26 
3,41048,44143,FEDEX,2,$15.37 ,$8.11 ,$7.26 
3,41048,66210,FEDEX,0.9,$14.68 ,$8.11 ,$6.57 
3,41048,44039,FEDEX,5,$18.66 ,$14.01 ,$4.65 
3,41048,94954,FEDEX,0.9,$14.64 ,$8.11 ,$6.53 
3,41048,29334,FEDEX,3,$13.44 ,$8.11 ,$5.33 
3,41048,76137,FEDEX,6,$17.09 ,$17.07 ,$0.02 
3,41048,60742,FEDEX,5,$13.76 ,$13.00 ,$0.76 
3,41048,90069,FEDEX,2,$14.78 ,$9.14 ,$5.64 
3,41048,85338,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,30092,FEDEX,7,$17.92 ,$13.43 ,$4.49 
3,41048,46074,FEDEX,2,$15.55 ,$8.11 ,$7.44 
2,41048,13204,FEDEX,2,$13.37 ,$8.11 ,$5.26 
2,41048,73099,FEDEX,4,$15.43 ,$8.11 ,$7.32 
2,41048,61611,FEDEX,1,$13.27 ,$8.11 ,$5.16 
3,41048,12205,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,98516,FEDEX,6,$15.67 ,$14.28 ,$1.39 
2,41048,35613,FEDEX,2,$14.84 ,$8.11 ,$6.73 
3,41048,13057,FEDEX,2,$11.85 ,$9.80 ,$2.05 
2,41048,45202,FEDEX,1,$12.74 ,$8.11 ,$4.63 
3,41048,46321,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,60133,FEDEX,1,$11.92 ,$8.11 ,$3.81 
3,41048,60010,FEDEX,2,$13.44 ,$8.11 ,$5.33 
3,41048,19803,FEDEX,3,$13.28 ,$10.93 ,$2.35 
2,41048,46738,FEDEX,7,$24.73 ,$17.40 ,$7.33 
3,41048,78744,FEDEX,3,$18.66 ,$8.11 ,$10.55 
3,41048,78758,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,76567,FEDEX,2,$13.44 ,$12.38 ,$1.06 
2,41048,3574,FEDEX,6,$42.18 ,$41.64 ,$0.54 
3,41048,76051,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,33323,FEDEX,1,$11.85 ,$8.11 ,$3.74 
2,41048,21082,FEDEX,2,$16.44 ,$8.11 ,$8.33 
3,41048,20422,FEDEX,2,$25.38 ,$8.11 ,$17.27 
3,41048,63146,FEDEX,2,$13.44 ,$8.11 ,$5.33 
2,41048,94949,FEDEX,1,$15.57 ,$8.11 ,$7.46 
3,41048,27284,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,11050,FEDEX,6,$15.67 ,$14.84 ,$0.83 
3,41048,95131,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,45056,FEDEX,1,$15.37 ,$8.11 ,$7.26 
3,41048,39046,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,55014,FEDEX,3,$11.95 ,$8.11 ,$3.84 
3,41048,97214,FEDEX,2,$22.24 ,$8.11 ,$14.13 
3,41048,54957,FEDEX,5,$11.92 ,$8.11 ,$3.81 
2,41048,49423,FEDEX,1,$11.87 ,$8.11 ,$3.76 
2,41048,98052,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,21113,FEDEX,2,$11.87 ,$10.50 ,$1.37 
3,7080,92833,FEDEX,2,$19.93 ,$8.11 ,$11.82 
3,41048,49156,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,41048,FEDEX,2,$13.28 ,$8.11 ,$5.17 
3,41048,35898,FEDEX,2,$15.37 ,$9.51 ,$5.86 
3,41048,23224,FEDEX,4,$11.90 ,$10.51 ,$1.39 
3,41048,60143,FEDEX,6,$11.92 ,$10.98 ,$0.94 
3,41048,41048,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,13748,FEDEX,1,$11.92 ,$8.11 ,$3.81 
3,41048,76106,FEDEX,3,$11.92 ,$9.65 ,$2.27 
3,41048,61820,FEDEX,2,$19.73 ,$8.11 ,$11.62 
2,41048,46738,FEDEX,2,$13.36 ,$8.11 ,$5.25 
3,37932,2115,FEDEX,8.7,$11.57 ,$10.93 ,$0.64 
3,41048,84606,FEDEX,2,$20.86 ,$8.11 ,$12.75 
3,41048,45331,FEDEX,2,$14.24 ,$8.11 ,$6.13 
3,41048,54913,FEDEX,7,$18.10 ,$14.11 ,$3.99 
2,41048,41048,FEDEX,2.7,$13.13 ,$8.46 ,$4.67 
3,41048,94806,FEDEX,1,$15.34 ,$8.11 ,$7.23 
3,41048,97220,FEDEX,2,$15.34 ,$8.11 ,$7.23 
2,41048,55445,FEDEX,3,$11.92 ,$8.11 ,$3.81 
3,41048,87105,FEDEX,6,$22.06 ,$19.77 ,$2.29 
3,41048,33411,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,92653,FEDEX,7,$17.87 ,$15.64 ,$2.23 
3,41048,83712,FEDEX,6,$15.67 ,$12.30 ,$3.37 
2,41048,15317,FEDEX,0,$13.38 ,$8.11 ,$5.27 
3,41048,52404,FEDEX,1,$13.27 ,$8.11 ,$5.16 
3,41048,91773,FEDEX,2,$16.99 ,$8.11 ,$8.88 
3,41048,45040,FEDEX,2,$13.27 ,$8.11 ,$5.16 
2,41048,46738,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,53182,FEDEX,0.8,$17.35 ,$8.11 ,$9.24 
3,41048,38401,FEDEX,2,$11.87 ,$9.89 ,$1.98 
3,41048,80129,FEDEX,4,$13.36 ,$8.11 ,$5.25 
3,41048,43138,FEDEX,2,$15.68 ,$8.11 ,$7.57 
3,41048,40976,FEDEX,2,$11.85 ,$9.58 ,$2.27 
3,41048,49507,FEDEX,2,$25.38 ,$8.11 ,$17.27 
3,41048,23487,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,60642,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,45414,FEDEX,7,$17.92 ,$12.51 ,$5.41 
3,41048,37923,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,98466,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,98158,FEDEX,5,$18.01 ,$16.97 ,$1.04 
3,41048,40223,FEDEX,2,$14.80 ,$9.02 ,$5.78 
2,41048,70541,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,92805,FEDEX,3,$13.38 ,$12.73 ,$0.65 
3,41048,92653,FEDEX,9,$26.55 ,$20.11 ,$6.44 
3,41048,79936,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,48458,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,44145,FEDEX,9,$26.55 ,$22.27 ,$4.28 
3,41048,60422,FEDEX,3,$11.87 ,$8.66 ,$3.21 
3,41048,70401,FEDEX,0,$20.93 ,$8.11 ,$12.82 
3,60061,87123,FEDEX,6,$11.87 ,$11.83 ,$0.04 
3,41048,46738,FEDEX,9,$23.83 ,$22.37 ,$1.46 
3,41048,85281,FEDEX,0,$20.93 ,$8.11 ,$12.82 
3,41048,41048,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,K6H7N1,FEDEX,2,$11.87 ,$8.11 ,$3.76 
2,45342,39120,FEDEX,2,$88.37 ,$8.11 ,$80.26 
2,41048,60050,FEDEX,4,$11.87 ,$9.87 ,$2.00 
3,41048,20109,FEDEX,2,$11.87 ,$8.11 ,$3.76 
2,41048,41048,FEDEX,3,$15.37 ,$9.40 ,$5.97 
2,41048,98052,FEDEX,5,$13.27 ,$11.94 ,$1.33 
2,41048,12054,FEDEX,3,$23.73 ,$19.30 ,$4.43 
3,41048,17241,FEDEX,2,$11.89 ,$8.11 ,$3.78 
3,41048,30642,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,73701,FEDEX,5,$18.94 ,$16.90 ,$2.04 
3,41048,80913,FEDEX,12,$21.52 ,$19.33 ,$2.19 
2,41048,92653,FEDEX,2,$19.07 ,$8.11 ,$10.96 
3,41048,74120,FEDEX,6,$22.37 ,$18.92 ,$3.45 
3,41048,19406,FEDEX,2,$17.09 ,$9.24 ,$7.85 
3,41048,55317,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,60642,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,60133,FEDEX,8,$22.35 ,$16.51 ,$5.84 
2,41048,78758,FEDEX,1,$13.36 ,$8.11 ,$5.25 
3,41048,30122,FEDEX,1,$14.64 ,$8.11 ,$6.53 
3,41048,39091,FEDEX,8,$22.35 ,$12.18 ,$10.17 
3,41048,63114,FEDEX,1,$11.87 ,$8.11 ,$3.76 
2,41048,33178,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,33069,FEDEX,3,$13.75 ,$9.01 ,$4.74 
2,41048,33836,FEDEX,2.5,$13.13 ,$8.11 ,$5.02 
2,41048,59715,FEDEX,2.5,$13.13 ,$9.60 ,$3.53 
3,41048,8861,FEDEX,1,$84.87 ,$8.11 ,$76.76 
3,41048,75051,FEDEX,1,$13.28 ,$8.11 ,$5.17 
2,41048,55344,FEDEX,2.5,$13.13 ,$8.11 ,$5.02 
3,41048,21227,FEDEX,7,$11.87 ,$9.55 ,$2.32 
3,41048,74116,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,27215,FEDEX,9,$26.55 ,$19.71 ,$6.84 
3,41048,53177,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,55374,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,63070,FEDEX,0,$27.47 ,$8.11 ,$19.36 
3,41048,41048,FEDEX,5,$16.94 ,$15.66 ,$1.28 
2,41048,47532,FEDEX,2.5,$13.52 ,$9.03 ,$4.49 
3,41048,41048,FEDEX,2,$15.37 ,$8.11 ,$7.26 
3,41048,21742,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,60611,FEDEX,2,$24.81 ,$8.11 ,$16.70 
3,41048,44141,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,47620,FEDEX,10,$22.87 ,$17.94 ,$4.93 
3,41048,48507,FEDEX,2,$14.15 ,$12.07 ,$2.08 
3,41048,37211,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,37122,FEDEX,4,$14.15 ,$9.02 ,$5.13 
3,41048,37122,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,37076,FEDEX,3,$14.15 ,$9.03 ,$5.12 
3,41048,60056,FEDEX,4,$14.15 ,$11.96 ,$2.19 
3,53144,41048,FEDEX,6,$14.15 ,$8.11 ,$6.04 
3,41048,53185,FEDEX,3,$28.10 ,$9.26 ,$18.84 
3,41048,44691,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,45152,FEDEX,3,$25.96 ,$23.75 ,$2.21 
3,41048,60133,FEDEX,4,$14.15 ,$8.26 ,$5.89 
3,41048,44512,FEDEX,1,$17.84 ,$8.11 ,$9.73 
3,41048,15218,FEDEX,2,$16.87 ,$13.89 ,$2.98 
3,41048,62629,FEDEX,2,$14.15 ,$13.25 ,$0.90 
3,41048,49316,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,53144,41048,FEDEX,20,$27.99 ,$17.57 ,$10.42 
3,41048,60143,FEDEX,2,$16.87 ,$8.11 ,$8.76 
3,41048,60490,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,40403,FEDEX,2,$21.78 ,$8.61 ,$13.17 
3,41048,15650,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,47620,FEDEX,13,$27.48 ,$23.32 ,$4.16 
2,41048,46168,FEDEX,2,$17.84 ,$8.11 ,$9.73 
3,41048,48091,FEDEX,3,$17.33 ,$9.06 ,$8.27 
3,41048,44311,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,60160,FEDEX,2,$14.15 ,$9.04 ,$5.11 
3,41048,37211,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,40390,FEDEX,14,$28.36 ,$27.92 ,$0.44 
3,41048,60124,FEDEX,2,$17.90 ,$8.11 ,$9.79 
2,41048,40509,FEDEX,1,$21.70 ,$8.11 ,$13.59 
3,41048,37122,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,40065,FEDEX,2,$20.17 ,$9.33 ,$10.84 
2,41048,46064,FEDEX,3,$17.98 ,$10.47 ,$7.51 
3,41048,46322,FEDEX,2,$28.52 ,$9.43 ,$19.09 
3,41048,60123,FEDEX,5,$14.10 ,$12.01 ,$2.09 
3,41048,48185,FEDEX,2,$27.48 ,$8.11 ,$19.37 
2,41048,47130,FEDEX,4,$14.10 ,$8.98 ,$5.12 
2,41048,42754,FEDEX,1,$20.59 ,$8.11 ,$12.48 
3,41048,60192,FEDEX,1,$16.81 ,$8.11 ,$8.70 
2,41048,45459,FEDEX,4,$14.10 ,$11.44 ,$2.66 
3,53144,41048,FEDEX,4,$14.10 ,$8.11 ,$5.99 
3,41048,60446,FEDEX,3,$20.99 ,$9.06 ,$11.93 
3,41048,62704,FEDEX,1,$17.84 ,$8.11 ,$9.73 
3,41048,60192,FEDEX,12,$20.40 ,$18.40 ,$2.00 
2,41048,47905,FEDEX,1,$17.84 ,$8.11 ,$9.73 
3,41048,44141,FEDEX,1,$22.59 ,$8.11 ,$14.48 
2,41048,45424,FEDEX,2,$17.84 ,$11.24 ,$6.60 
2,41048,43207,FEDEX,6,$20.99 ,$17.72 ,$3.27 
3,41048,15714,FEDEX,2,$16.32 ,$8.11 ,$8.21 
2,41048,46219,FEDEX,2,$14.10 ,$8.11 ,$5.99 
2,41048,45040,FEDEX,1,$17.89 ,$8.11 ,$9.78 
3,41048,15233,FEDEX,2,$14.10 ,$10.02 ,$4.08 
2,41048,47909,FEDEX,6,$14.10 ,$14.07 ,$0.03 
3,41048,44224,FEDEX,1,$14.10 ,$8.11 ,$5.99 
2,41048,47001,FEDEX,4,$16.32 ,$8.11 ,$8.21 
3,41048,37421,FEDEX,1,$24.73 ,$8.11 ,$16.62 
2,41048,46168,FEDEX,1,$17.84 ,$8.11 ,$9.73 
3,41048,48313,FEDEX,2,$17.27 ,$10.48 ,$6.79 
3,41048,44305,FEDEX,6,$24.73 ,$19.50 ,$5.23 
2,41048,43219,FEDEX,4,$15.70 ,$10.31 ,$5.39 
3,41048,60441,FEDEX,6,$14.10 ,$11.38 ,$2.72 
3,41048,47620,FEDEX,10,$22.79 ,$17.94 ,$4.85 
2,41048,41094,FEDEX,3,$14.10 ,$9.47 ,$4.63 
3,41048,60532,FEDEX,2,$14.10 ,$8.11 ,$5.99 
3,41048,49512,FEDEX,2,$14.10 ,$8.11 ,$5.99 
3,41048,62421,FEDEX,6,$25.30 ,$24.87 ,$0.43 
3,41048,29607,FEDEX,2.4,$14.91 ,$10.65 ,$4.26 
3,41048,29607,FEDEX,2.4,$14.91 ,$10.65 ,$4.26 
3,41048,48071,FEDEX,3,$14.10 ,$13.22 ,$0.88 
2,41048,43230,FEDEX,2,$14.10 ,$8.11 ,$5.99 
2,41048,46741,FEDEX,53,$79.78 ,$78.10 ,$1.68 
3,41048,63353,FEDEX,2,$19.56 ,$8.11 ,$11.45 
3,41048,60173,FEDEX,9,$25.01 ,$24.11 ,$0.90 
3,41048,62966,FEDEX,10,$16.32 ,$12.94 ,$3.38 
3,41048,44094,FEDEX,1,$16.81 ,$8.11 ,$8.70 
3,41048,60612,FEDEX,4,$21.63 ,$13.29 ,$8.34 
2,41048,46060,FEDEX,1,$15.70 ,$8.11 ,$7.59 
3,41048,48821,FEDEX,5,$14.10 ,$8.42 ,$5.68 
2,41048,43319,FEDEX,1,$20.59 ,$8.11 ,$12.48 
3,41048,37128,FEDEX,1,$14.10 ,$8.11 ,$5.99 
3,41048,53149,FEDEX,2,$16.32 ,$8.11 ,$8.21 
3,41048,60004,FEDEX,3,$14.10 ,$13.10 ,$1.00 
3,53144,41048,FEDEX,71,$99.52 ,$62.38 ,$37.14 
3,41048,60173,FEDEX,2,$14.10 ,$8.11 ,$5.99 
2,41048,46741,FEDEX,53,$79.78 ,$78.10 ,$1.68 
2,41048,29209,FEDEX,0,$14.10 ,$8.11 ,$5.99 
3,41048,60632,FEDEX,8,$29.28 ,$21.16 ,$8.12 
3,41048,44017,FEDEX,3,$16.81 ,$8.11 ,$8.70 
3,41048,60612,FEDEX,14,$137.60 ,$46.51 ,$91.09 
3,41048,49022,FEDEX,3,$17.93 ,$9.52 ,$8.41 
3,41048,48005,FEDEX,1,$16.32 ,$8.11 ,$8.21 
2,41048,40245,FEDEX,2,$14.17 ,$8.11 ,$6.06 
3,41048,60067,FEDEX,2,$21.63 ,$8.11 ,$13.52 
2,41048,46268,FEDEX,4,$14.10 ,$13.00 ,$1.10 
2,41048,44883,FEDEX,1,$16.32 ,$8.12 ,$8.20 
2,41048,43202,FEDEX,8,$14.10 ,$13.26 ,$0.84 
2,41048,43125,FEDEX,1,$14.10 ,$8.11 ,$5.99 
3,41048,16105,FEDEX,4,$16.32 ,$8.11 ,$8.21 
3,41048,48433,FEDEX,8,$18.89 ,$9.92 ,$8.97 
2,41048,47408,FEDEX,2,$28.52 ,$9.61 ,$18.91 
2,41048,43202,FEDEX,8,$14.10 ,$13.26 ,$0.84 
2,41048,47907,FEDEX,1,$14.10 ,$11.74 ,$2.36 
2,41048,43202,FEDEX,8,$14.10 ,$13.26 ,$0.84 
2,41048,43319,FEDEX,2,$20.69 ,$8.11 ,$12.58 
3,41048,44706,FEDEX,10,$20.57 ,$16.91 ,$3.66 
3,41048,60504,FEDEX,1,$16.81 ,$8.11 ,$8.70 
3,41048,60641,FEDEX,2,$24.85 ,$9.60 ,$15.25 
2,41048,43125,FEDEX,2,$14.10 ,$8.11 ,$5.99 
2,41048,46060,FEDEX,5,$15.70 ,$10.53 ,$5.17 
2,41048,45241,FEDEX,4,$17.84 ,$13.86 ,$3.98 
3,41048,44060,FEDEX,4,$14.10 ,$11.72 ,$2.38 
3,41048,37217,FEDEX,2,$21.63 ,$8.11 ,$13.52 
3,41048,53149,FEDEX,4,$16.32 ,$11.29 ,$5.03 
2,41048,45217,FEDEX,5,$14.17 ,$12.07 ,$2.10 
3,41048,49404,FEDEX,2,$16.32 ,$9.56 ,$6.76 
3,41048,62454,FEDEX,3,$16.40 ,$12.50 ,$3.90 
3,41048,63026,FEDEX,8,$25.14 ,$16.21 ,$8.93 
3,41048,60033,FEDEX,8,$16.40 ,$10.03 ,$6.37 
3,41048,62906,FEDEX,3,$16.40 ,$8.96 ,$7.44 
3,41048,62025,FEDEX,3,$24.73 ,$8.11 ,$16.62 
2,41048,46809,FEDEX,3,$17.84 ,$8.55 ,$9.29 
2,41048,46075,FEDEX,1,$17.89 ,$8.11 ,$9.78 
3,41048,49445,FEDEX,2,$16.40 ,$9.53 ,$6.87 
3,41048,60062,FEDEX,2,$14.17 ,$8.11 ,$6.06 
3,41048,41048,FEDEX,0.1,$55.21 ,$8.11 ,$47.10 
2,41048,40507,FEDEX,2,$14.17 ,$8.11 ,$6.06 
3,41048,60654,FEDEX,2,$14.17 ,$8.50 ,$5.67 
3,41048,47620,FEDEX,7,$22.39 ,$12.56 ,$9.83 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,44017,FEDEX,2,$16.90 ,$8.11 ,$8.79 
3,41048,60007,FEDEX,4,$32.02 ,$11.39 ,$20.63 
2,41048,45069,FEDEX,0,$17.98 ,$8.11 ,$9.87 
2,41048,42754,FEDEX,1,$20.69 ,$8.11 ,$12.58 
3,41048,63353,FEDEX,1,$19.56 ,$8.11 ,$11.45 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
2,41048,29607,FEDEX,2.3,$13.37 ,$10.21 ,$3.16 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,60185,FEDEX,4,$14.17 ,$8.11 ,$6.06 
3,41048,44685,FEDEX,2.3,$12.22 ,$9.77 ,$2.45 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,16001,FEDEX,1,$14.17 ,$8.11 ,$6.06 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,48084,FEDEX,4,$14.17 ,$12.06 ,$2.11 
3,41048,62526,FEDEX,2,$16.90 ,$8.11 ,$8.79 
3,41048,61821,FEDEX,5,$22.97 ,$17.71 ,$5.26 
3,41048,37421,FEDEX,7,$20.40 ,$14.19 ,$6.21 
3,41048,63132,FEDEX,6,$14.17 ,$12.55 ,$1.62 
3,41048,60712,FEDEX,10,$21.09 ,$20.35 ,$0.74 
2,41048,45030,FEDEX,3,$15.78 ,$8.34 ,$7.44 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,41048,FEDEX,1,$14.91 ,$8.11 ,$6.80 
2,41048,46241,FEDEX,5,$17.75 ,$13.45 ,$4.30 
3,41048,37172,FEDEX,4,$16.40 ,$11.81 ,$4.59 
3,41048,53098,FEDEX,2,$16.40 ,$8.11 ,$8.29 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,61821,FEDEX,0,$24.07 ,$8.11 ,$15.96 
3,41048,63119,FEDEX,2.3,$12.22 ,$9.35 ,$2.87 
3,41048,37172,FEDEX,2,$16.40 ,$8.11 ,$8.29 
3,41048,53048,FEDEX,5,$16.40 ,$10.90 ,$5.50 
3,60173,41048,FEDEX,1,$13.03 ,$8.11 ,$4.92 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,61604,FEDEX,2,$23.64 ,$8.11 ,$15.53 
3,41048,44035,FEDEX,11,$132.71 ,$32.46 ,$100.25 
2,41048,40342,FEDEX,2.4,$15.40 ,$8.11 ,$7.29 
3,41048,61604,FEDEX,2,$23.64 ,$8.11 ,$15.53 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,41048,25015,FEDEX,2,$16.40 ,$14.91 ,$1.49 
2,98225,41048,FEDEX,6,$20.48 ,$8.11 ,$12.37 
3,41048,44606,FEDEX,7,$16.40 ,$10.36 ,$6.04 
3,41048,60517,FEDEX,2,$14.17 ,$8.11 ,$6.06 
2,41048,45069,FEDEX,2,$14.17 ,$8.11 ,$6.06 
2,41048,25526,FEDEX,12,$17.75 ,$8.11 ,$9.64 
2,41048,45211,FEDEX,0,$21.50 ,$8.11 ,$13.39 
3,41048,60517,FEDEX,1,$14.17 ,$8.11 ,$6.06 
3,41048,28646,FEDEX,5,$25.43 ,$8.11 ,$17.32 
3,72712,75034,FEDEX,15,$33.13 ,$8.11 ,$25.02 
3,41048,60085,FEDEX,1,$17.93 ,$8.11 ,$9.82 
2,41048,29607,FEDEX,2.6,$13.76 ,$11.54 ,$2.22 
3,41048,37843,FEDEX,6,$29.12 ,$19.26 ,$9.86 
3,41048,60020,FEDEX,1,$21.09 ,$9.01 ,$12.08 
3,41048,48393,FEDEX,1,$14.17 ,$8.11 ,$6.06 
3,41048,44509,FEDEX,8,$14.17 ,$8.41 ,$5.76 
3,41048,60143,FEDEX,5,$17.36 ,$9.15 ,$8.21 
2,41048,40511,FEDEX,2,$14.17 ,$8.11 ,$6.06 
3,41048,49444,FEDEX,2,$17.84 ,$8.11 ,$9.73 
3,41048,60632,FEDEX,12,$33.18 ,$31.74 ,$1.44 
3,41048,60502,FEDEX,1,$14.17 ,$8.11 ,$6.06 
3,53144,41048,FEDEX,68,$86.66 ,$59.74 ,$26.92 
3,41048,46580,FEDEX,2,$17.93 ,$8.11 ,$9.82 
2,41048,46201,FEDEX,7,$14.17 ,$13.88 ,$0.29 
3,41048,37013,FEDEX,6,$17.82 ,$12.07 ,$5.75 
3,41048,60173,FEDEX,5,$20.19 ,$13.39 ,$6.80 
3,41048,48150,FEDEX,2,$14.17 ,$8.11 ,$6.06 
2,41048,45219,FEDEX,10,$14.20 ,$9.00 ,$5.20 
3,41048,46617,FEDEX,1,$17.93 ,$8.11 ,$9.82 
3,41048,60050,FEDEX,7,$18.37 ,$17.28 ,$1.09 
3,41048,37919,FEDEX,7,$14.17 ,$13.55 ,$0.62 
3,41048,53158,FEDEX,4,$14.17 ,$8.72 ,$5.45 
3,41048,60076,FEDEX,3,$14.17 ,$8.11 ,$6.06 
3,53144,41048,FEDEX,4,$14.17 ,$8.11 ,$6.06 
3,41048,16066,FEDEX,3,$14.17 ,$8.11 ,$6.06 
2,41048,46231,FEDEX,5,$16.40 ,$14.87 ,$1.53 
3,41048,29607,FEDEX,2.8,$15.75 ,$12.43 ,$3.32 
3,41048,37027,FEDEX,2,$21.74 ,$8.11 ,$13.63 
