Zone,sZip,cZip,CarrierName,Weight,charge_display,estimated_display,Savings
3,41048,41048,FEDEX,2.1,$8.86 ,$8.11 ,$0.75 
3,41048,66061,FEDEX,1.9,$8.86 ,$8.11 ,$0.75 
3,41048,48174,FEDEX,2,$8.86 ,$8.11 ,$0.75 
3,41048,60005,FEDEX,2,$14.17 ,$8.11 ,$6.06 
3,41048,80224,FEDEX,2,$8.86 ,$8.11 ,$0.75 
3,41048,97501,FEDEX,1.9,$8.99 ,$8.70 ,$0.29 
3,41048,60133,FEDEX,5,$14.17 ,$10.32 ,$3.85 
3,41048,61602,FEDEX,2,$8.86 ,$8.11 ,$0.75 
3,41048,75261,FEDEX,2,$8.86 ,$8.11 ,$0.75 
3,41048,23452,FEDEX,2,$8.99 ,$8.57 ,$0.42 
3,41048,41048,FEDEX,1.9,$8.99 ,$8.11 ,$0.88 
3,41048,40222,FEDEX,2,$19.12 ,$8.11 ,$11.01 
3,41048,37127,FEDEX,1.9,$8.99 ,$8.11 ,$0.88 
3,41048,55401,FEDEX,5,$14.17 ,$9.50 ,$4.67 
3,41048,95678,FEDEX,2.1,$8.99 ,$8.11 ,$0.88 
3,41048,15317,FEDEX,2,$8.86 ,$8.11 ,$0.75 
3,41048,21842,FEDEX,2.1,$8.99 ,$8.11 ,$0.88 
3,41048,28625,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,21046,FEDEX,2.1,$8.99 ,$8.11 ,$0.88 
3,41048,83001,FEDEX,1.9,$8.86 ,$8.11 ,$0.75 
3,41048,55112,FEDEX,2.1,$8.99 ,$8.11 ,$0.88 
3,41048,41048,FEDEX,2,$8.86 ,$8.11 ,$0.75 
2,41048,72908,FEDEX,2,$15.78 ,$8.11 ,$7.67 
3,41048,21224,FEDEX,2,$8.99 ,$8.11 ,$0.88 
3,41048,27215,FEDEX,2.1,$8.99 ,$8.11 ,$0.88 
2,41048,92408,FEDEX,3,$25.42 ,$8.87 ,$16.55 
2,41048,32548,FEDEX,1,$14.17 ,$8.11 ,$6.06 
3,41048,93117,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,37167,FEDEX,3,$14.15 ,$8.89 ,$5.26 
3,41048,28328,FEDEX,2,$19.62 ,$8.11 ,$11.51 
3,41048,19803,FEDEX,1,$16.90 ,$8.11 ,$8.79 
3,41048,30019,FEDEX,3,$17.90 ,$9.79 ,$8.11 
3,41048,18914,FEDEX,2,$23.78 ,$8.11 ,$15.67 
3,41048,93313,FEDEX,1,$16.37 ,$8.11 ,$8.26 
3,41048,94565,FEDEX,3,$17.90 ,$17.04 ,$0.86 
3,41048,23111,FEDEX,7,$23.92 ,$13.70 ,$10.22 
3,41048,93901,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,30269,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,98052,FEDEX,6,$17.90 ,$14.33 ,$3.57 
2,55379,75160,FEDEX,9,$15.75 ,$8.11 ,$7.64 
3,41048,68105,FEDEX,0,$14.15 ,$8.11 ,$6.04 
3,41048,41048,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,60124,FEDEX,3,$14.15 ,$8.11 ,$6.04 
3,41048,48335,FEDEX,4,$17.33 ,$9.70 ,$7.63 
3,41048,43230,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,60440,FEDEX,7,$20.13 ,$20.13 ,$0.00 
2,41048,33317,FEDEX,4.1,$9.18 ,$8.11 ,$1.07 
3,41048,68305,FEDEX,6,$14.15 ,$10.20 ,$3.95 
3,41048,93906,FEDEX,2,$14.15 ,$13.14 ,$1.01 
3,41048,91730,FEDEX,4,$14.15 ,$12.16 ,$1.99 
2,41048,31620,FEDEX,4.1,$9.18 ,$8.11 ,$1.07 
3,41048,65111,FEDEX,3,$17.90 ,$9.02 ,$8.88 
3,41048,55401,FEDEX,7,$16.90 ,$13.30 ,$3.60 
3,41048,38118,FEDEX,5,$14.15 ,$11.84 ,$2.31 
2,41048,78744,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,70247,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,92653,FEDEX,4.1,$9.18 ,$9.16 ,$0.02 
2,41048,46818,FEDEX,4.2,$9.18 ,$8.95 ,$0.23 
3,41048,41048,FEDEX,1,$16.37 ,$8.11 ,$8.26 
3,41048,55344,FEDEX,4,$14.15 ,$10.90 ,$3.25 
3,41048,21224,FEDEX,4,$27.53 ,$8.38 ,$19.15 
3,41048,25328,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,14048,FEDEX,2,$17.90 ,$11.24 ,$6.66 
2,41048,97214,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,77449,FEDEX,3,$16.90 ,$9.98 ,$6.92 
3,41048,92653,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,71854,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,92653,FEDEX,4,$9.18 ,$8.94 ,$0.24 
3,41048,41048,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,38555,FEDEX,5,$22.35 ,$16.27 ,$6.08 
2,41048,70803,FEDEX,4,$17.90 ,$17.17 ,$0.73 
3,41048,34470,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,77023,FEDEX,4.1,$9.18 ,$8.11 ,$1.07 
3,41048,40245,FEDEX,6,$27.32 ,$21.56 ,$5.76 
3,41048,63123,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,32955,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,53227,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,30024,FEDEX,4,$103.87 ,$12.26 ,$91.61 
3,41048,41048,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,60031,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,19006,FEDEX,2,$16.87 ,$13.37 ,$3.50 
3,41048,30119,FEDEX,6,$17.90 ,$11.97 ,$5.93 
3,41048,20166,FEDEX,7,$21.06 ,$19.90 ,$1.16 
3,41048,92508,FEDEX,5,$14.15 ,$11.32 ,$2.83 
3,41048,77478,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,60639,FEDEX,3.9,$9.18 ,$8.11 ,$1.07 
3,41048,37760,FEDEX,4,$17.33 ,$8.11 ,$9.22 
3,41048,70503,FEDEX,2,$16.37 ,$9.35 ,$7.02 
3,41048,46738,FEDEX,2,$14.15 ,$8.11 ,$6.04 
2,41048,98421,FEDEX,2,$15.75 ,$9.78 ,$5.97 
3,41048,43035,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,49464,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,45373,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,21421,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,75241,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,21224,FEDEX,2,$28.15 ,$8.11 ,$20.04 
3,41048,33470,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,75172,FEDEX,2,$17.95 ,$8.11 ,$9.84 
3,41048,78758,FEDEX,4,$14.15 ,$11.80 ,$2.35 
3,41048,31648,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,19232,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,48174,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,78681,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,55303,FEDEX,2,$14.17 ,$8.11 ,$6.06 
2,41048,33126,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,10010,FEDEX,1,$17.90 ,$8.11 ,$9.79 
3,41048,46738,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,27410,FEDEX,8,$16.37 ,$14.65 ,$1.72 
2,41048,34950,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,41048,FEDEX,2,$25.34 ,$8.11 ,$17.23 
3,41048,84321,FEDEX,2,$27.53 ,$8.11 ,$19.42 
2,41048,55416,FEDEX,2,$16.90 ,$8.11 ,$8.79 
3,41048,43611,FEDEX,4,$28.15 ,$8.11 ,$20.04 
3,41048,78501,FEDEX,2.1,$8.99 ,$8.20 ,$0.79 
3,41048,18936,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,48114,FEDEX,8,$20.23 ,$18.39 ,$1.84 
3,41048,87512,FEDEX,17.8,$32.20 ,$16.35 ,$15.85 
3,41048,98121,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,11795,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,60143,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,59105,FEDEX,1,$17.95 ,$8.11 ,$9.84 
3,41048,60133,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,50703,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,92694,FEDEX,2,$14.15 ,$8.12 ,$6.03 
3,41048,46517,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,10002,FEDEX,2,$24.81 ,$13.95 ,$10.86 
3,41048,32824,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,30024,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,41048,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,20110,FEDEX,2,$8.86 ,$8.84 ,$0.02 
3,41048,18509,FEDEX,2,$24.81 ,$8.11 ,$16.70 
3,41048,20007,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,27284,FEDEX,2,$16.87 ,$8.11 ,$8.76 
3,41048,65619,FEDEX,17,$44.85 ,$41.76 ,$3.09 
3,41048,14223,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,13495,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,53177,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,35967,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,60605,FEDEX,1,$21.06 ,$8.11 ,$12.95 
3,41048,55437,FEDEX,6,$26.19 ,$23.94 ,$2.25 
3,41048,19720,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,46797,FEDEX,2,$17.90 ,$8.11 ,$9.79 
3,41048,41048,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,8872,FEDEX,5,$24.81 ,$10.82 ,$13.99 
3,41048,60513,FEDEX,1,$16.37 ,$8.11 ,$8.26 
3,41048,49512,FEDEX,1,$16.37 ,$8.11 ,$8.26 
3,41048,44718,FEDEX,8,$21.06 ,$18.00 ,$3.06 
3,41048,41048,FEDEX,2,$11.90 ,$8.11 ,$3.79 
3,41048,33178,FEDEX,2,$16.37 ,$8.11 ,$8.26 
3,41048,60143,FEDEX,7,$20.56 ,$12.81 ,$7.75 
3,41048,55344,FEDEX,5,$13.85 ,$13.62 ,$0.23 
3,41048,55060,FEDEX,5,$103.87 ,$15.53 ,$88.34 
3,41048,44117,FEDEX,3,$14.15 ,$8.11 ,$6.04 
3,41048,17011,FEDEX,70,$246.76 ,$197.31 ,$49.45 
3,41048,41048,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,78521,FEDEX,2,$13.37 ,$8.11 ,$5.26 
3,41048,60707,FEDEX,2,$11.98 ,$8.11 ,$3.87 
3,41048,30024,FEDEX,3,$21.70 ,$9.20 ,$12.50 
3,41048,85034,FEDEX,3,$17.90 ,$11.42 ,$6.48 
2,41048,55437,FEDEX,5,$21.16 ,$19.95 ,$1.21 
3,41048,60137,FEDEX,2,$17.04 ,$8.11 ,$8.93 
3,41048,70583,FEDEX,2,$21.63 ,$8.11 ,$13.52 
3,41048,92806,FEDEX,2,$101.98 ,$8.11 ,$93.87 
3,41048,33762,FEDEX,2,$11.90 ,$8.11 ,$3.79 
3,41048,95612,FEDEX,2,$24.81 ,$8.11 ,$16.70 
3,41048,H7L3Z1,FEDEX,4,$17.90 ,$8.11 ,$9.79 
3,41048,11224,FEDEX,0,$14.55 ,$8.11 ,$6.44 
2,41048,30554,FEDEX,6,$24.81 ,$12.27 ,$12.54 
3,41048,19022,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,41048,43566,FEDEX,1,$17.90 ,$8.11 ,$9.79 
3,41048,41048,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,32508,FEDEX,5,$17.90 ,$11.72 ,$6.18 
3,41048,77041,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,79928,FEDEX,1,$14.15 ,$8.11 ,$6.04 
2,41048,77327,FEDEX,2,$15.47 ,$8.11 ,$7.36 
3,60061,17202,FEDEX,6,$11.98 ,$11.83 ,$0.15 
3,41048,41048,FEDEX,3,$15.47 ,$9.40 ,$6.07 
2,41048,12901,FEDEX,2,$79.74 ,$8.11 ,$71.63 
3,41048,32348,FEDEX,4,$11.90 ,$8.11 ,$3.79 
3,41048,45202,FEDEX,4,$14.15 ,$11.37 ,$2.78 
3,77041,37909,FEDEX,2,$11.61 ,$8.11 ,$3.50 
3,41048,53575,FEDEX,1,$11.95 ,$8.11 ,$3.84 
3,41048,60504,FEDEX,2,$13.32 ,$8.11 ,$5.21 
3,41048,60173,FEDEX,3,$18.09 ,$8.11 ,$9.98 
3,41048,27705,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,41048,FEDEX,3,$22.42 ,$9.40 ,$13.02 
3,41048,30680,FEDEX,2,$11.98 ,$9.57 ,$2.41 
3,41048,27284,FEDEX,1,$13.41 ,$8.11 ,$5.30 
3,41048,44146,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,58078,FEDEX,2,$13.32 ,$12.45 ,$0.87 
3,41048,49412,FEDEX,2,$14.84 ,$8.11 ,$6.73 
3,41048,22902,FEDEX,3,$11.90 ,$9.74 ,$2.16 
2,41048,85354,FEDEX,15.8,$9.48 ,$8.11 ,$1.37 
2,41048,85338,FEDEX,4,$14.15 ,$10.56 ,$3.59 
3,41048,41048,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,43068,FEDEX,4,$17.06 ,$8.11 ,$8.95 
3,41048,32601,FEDEX,2,$14.15 ,$8.11 ,$6.04 
3,37932,50023,FEDEX,1,$13.91 ,$8.11 ,$5.80 
3,41048,95823,FEDEX,1,$15.72 ,$10.12 ,$5.60 
2,53142,77041,FEDEX,11.6,$8.48 ,$8.11 ,$0.37 
2,41048,43338,FEDEX,3,$25.99 ,$22.42 ,$3.57 
3,41048,50021,FEDEX,5,$13.76 ,$11.58 ,$2.18 
3,41048,30024,FEDEX,4,$15.51 ,$12.26 ,$3.25 
2,41048,54703,FEDEX,0,$11.90 ,$8.11 ,$3.79 
3,41048,30047,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,44601,FEDEX,3,$15.51 ,$8.11 ,$7.40 
2,41048,75172,FEDEX,1,$13.41 ,$8.11 ,$5.30 
3,41048,64120,FEDEX,4,$18.99 ,$9.31 ,$9.68 
2,41048,75244,FEDEX,1,$15.51 ,$8.11 ,$7.40 
3,41048,77478,FEDEX,3,$16.35 ,$8.11 ,$8.24 
2,41048,66202,FEDEX,2,$11.98 ,$8.11 ,$3.87 
3,41048,33331,FEDEX,2,$11.98 ,$8.11 ,$3.87 
2,41048,48393,FEDEX,1,$15.41 ,$8.11 ,$7.30 
3,41048,33186,FEDEX,5,$14.15 ,$11.86 ,$2.29 
3,41048,53144,FEDEX,4,$14.15 ,$11.46 ,$2.69 
3,41048,99508,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,30024,FEDEX,1,$13.41 ,$8.11 ,$5.30 
2,41048,48187,FEDEX,3,$13.37 ,$8.11 ,$5.26 
3,41048,27856,FEDEX,5,$14.15 ,$12.57 ,$1.58 
2,41048,87016,FEDEX,1,$86.32 ,$8.11 ,$78.21 
2,41048,21211,FEDEX,4,$13.37 ,$10.57 ,$2.80 
3,41048,18109,FEDEX,15,$31.60 ,$30.97 ,$0.63 
2,41048,30297,FEDEX,2,$11.98 ,$8.11 ,$3.87 
3,41048,44125,FEDEX,2,$13.37 ,$8.11 ,$5.26 
3,41048,98387,FEDEX,1,$14.15 ,$8.11 ,$6.04 
3,41048,88048,FEDEX,6,$22.58 ,$9.94 ,$12.64 
3,41048,76014,FEDEX,18,$149.95 ,$57.05 ,$92.90 
3,41048,41048,FEDEX,3,$19.27 ,$9.40 ,$9.87 
3,41048,43812,FEDEX,2,$17.18 ,$8.11 ,$9.07 
3,41048,64102,FEDEX,1,$11.95 ,$8.11 ,$3.84 
3,41048,76208,FEDEX,2,$11.90 ,$8.11 ,$3.79 
3,41048,53142,FEDEX,5,$13.85 ,$13.38 ,$0.47 
3,41048,10528,FEDEX,5,$11.98 ,$8.11 ,$3.87 
3,41048,55076,FEDEX,5,$13.85 ,$9.69 ,$4.16 
2,41048,75244,FEDEX,1,$11.98 ,$8.11 ,$3.87 
2,41048,30024,FEDEX,2,$13.37 ,$8.11 ,$5.26 
2,41048,54785,FEDEX,2,$15.51 ,$8.11 ,$7.40 
3,41048,85017,FEDEX,3,$14.15 ,$10.01 ,$4.14 
3,41048,33018,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,76903,FEDEX,2,$25.88 ,$11.65 ,$14.23 
3,41048,28025,FEDEX,4,$18.30 ,$10.32 ,$7.98 
2,41048,60185,FEDEX,2,$13.32 ,$8.11 ,$5.21 
3,41048,54511,FEDEX,7.3,$16.42 ,$16.08 ,$0.34 
3,41048,85212,FEDEX,0,$12.81 ,$8.11 ,$4.70 
3,41048,29108,FEDEX,2,$14.15 ,$9.33 ,$4.82 
2,41048,74102,FEDEX,1,$15.51 ,$8.11 ,$7.40 
2,41048,41048,FEDEX,1,$17.90 ,$8.11 ,$9.79 
2,53142,54403,FEDEX,11.6,$8.48 ,$8.11 ,$0.37 
3,41048,37801,FEDEX,10,$29.50 ,$27.46 ,$2.04 
2,41048,46818,FEDEX,1,$11.95 ,$8.11 ,$3.84 
3,41048,30024,FEDEX,3,$15.62 ,$9.20 ,$6.42 
3,41048,83814,FEDEX,0,$17.18 ,$8.11 ,$9.07 
3,41048,76904,FEDEX,2,$11.90 ,$8.11 ,$3.79 
3,41048,32713,FEDEX,3,$17.55 ,$14.57 ,$2.98 
3,41048,44146,FEDEX,1,$17.15 ,$8.11 ,$9.04 
3,60050,63132,FEDEX,2,$18.06 ,$8.11 ,$9.95 
3,41048,61602,FEDEX,2,$11.90 ,$8.11 ,$3.79 
2,41048,14580,FEDEX,2,$15.47 ,$8.11 ,$7.36 
3,41048,31833,FEDEX,4,$13.85 ,$10.68 ,$3.17 
3,41048,88202,FEDEX,3,$14.15 ,$12.95 ,$1.20 
3,41048,41048,FEDEX,2.9,$15.86 ,$9.09 ,$6.77 
3,41048,94107,FEDEX,5,$17.90 ,$15.75 ,$2.15 
3,41048,39402,FEDEX,2,$17.10 ,$9.44 ,$7.66 
2,53142,34997,FEDEX,11.6,$8.48 ,$8.11 ,$0.37 
2,41048,29301,FEDEX,21.1,$89.97 ,$54.68 ,$35.29 
3,41048,30024,FEDEX,3,$20.60 ,$9.20 ,$11.40 
3,41048,29614,FEDEX,10,$11.95 ,$8.11 ,$3.84 
2,41048,43228,FEDEX,2,$15.47 ,$8.11 ,$7.36 
2,53142,32159,FEDEX,11.6,$8.48 ,$8.11 ,$0.37 
3,41048,27713,FEDEX,5,$13.85 ,$8.17 ,$5.68 
3,41048,78562,FEDEX,2.6,$14.99 ,$8.11 ,$6.88 
2,41048,76450,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,95134,FEDEX,2,$11.98 ,$8.11 ,$3.87 
2,41048,91355,FEDEX,3,$11.98 ,$8.11 ,$3.87 
3,41048,33178,FEDEX,1,$16.99 ,$8.11 ,$8.88 
2,41048,87122,FEDEX,4,$15.51 ,$14.81 ,$0.70 
3,41048,46032,FEDEX,1,$11.95 ,$8.11 ,$3.84 
3,41048,68520,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,55337,FEDEX,3,$11.95 ,$8.11 ,$3.84 
2,41048,33437,FEDEX,2,$16.52 ,$8.11 ,$8.41 
2,41048,15672,FEDEX,6,$11.98 ,$9.98 ,$2.00 
3,41048,25510,FEDEX,4,$13.82 ,$9.97 ,$3.85 
3,41048,45414,FEDEX,5,$13.85 ,$8.94 ,$4.91 
2,41048,49730,FEDEX,1,$13.41 ,$8.11 ,$5.30 
3,41048,31822,FEDEX,10,$11.90 ,$8.11 ,$3.79 
3,41048,83712,FEDEX,3,$15.47 ,$8.11 ,$7.36 
2,41048,74820,FEDEX,0,$20.99 ,$8.11 ,$12.88 
3,41048,46703,FEDEX,2,$13.36 ,$8.11 ,$5.25 
3,41048,1826,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,11050,FEDEX,1,$24.81 ,$8.11 ,$16.70 
2,41048,30076,FEDEX,1,$13.51 ,$8.11 ,$5.40 
2,41048,97206,FEDEX,3,$20.16 ,$11.90 ,$8.26 
3,41048,98110,FEDEX,1,$13.44 ,$8.11 ,$5.33 
2,41048,54017,FEDEX,0,$9.75 ,$8.11 ,$1.64 
3,41048,16101,FEDEX,4,$11.90 ,$10.19 ,$1.71 
3,41048,37013,FEDEX,6,$13.44 ,$12.07 ,$1.37 
3,41048,46733,FEDEX,10,$11.90 ,$11.59 ,$0.31 
2,41048,93212,FEDEX,5,$11.95 ,$10.52 ,$1.43 
3,41048,85365,FEDEX,6,$24.72 ,$13.94 ,$10.78 
2,41048,35976,FEDEX,2,$11.90 ,$9.55 ,$2.35 
2,41048,99507,FEDEX,1,$11.92 ,$8.11 ,$3.81 
3,41048,23234,FEDEX,5,$13.76 ,$13.37 ,$0.39 
3,41048,L3J1R3,FEDEX,2,$13.44 ,$8.11 ,$5.33 
3,41048,Y1A1C6,FEDEX,2,$11.92 ,$8.11 ,$3.81 
2,41048,46804,FEDEX,2,$22.17 ,$8.11 ,$14.06 
3,41048,78724,FEDEX,1,$16.87 ,$8.11 ,$8.76 
3,41048,90746,FEDEX,2,$21.10 ,$8.11 ,$12.99 
3,41048,37086,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,78750,FEDEX,1,$11.90 ,$8.11 ,$3.79 
3,41048,41048,FEDEX,1.8,$14.66 ,$8.11 ,$6.55 
3,41048,10601,FEDEX,1,$11.87 ,$8.11 ,$3.76 
2,41048,28677,FEDEX,2,$15.41 ,$8.61 ,$6.80 
3,41048,80908,FEDEX,2.4,$11.10 ,$8.11 ,$2.99 
2,41048,41048,FEDEX,2,$15.57 ,$8.11 ,$7.46 
3,41048,80112,FEDEX,4,$11.95 ,$8.11 ,$3.84 
3,41048,28217,FEDEX,3,$13.37 ,$11.26 ,$2.11 
3,41048,54724,FEDEX,5,$17.14 ,$14.63 ,$2.51 
3,41048,60005,FEDEX,0.9,$14.66 ,$8.11 ,$6.55 
3,41048,94949,FEDEX,7,$17.92 ,$11.56 ,$6.36 
3,41048,18102,FEDEX,1,$13.42 ,$8.11 ,$5.31 
2,41048,48084,FEDEX,6,$20.00 ,$18.09 ,$1.91 
3,41048,77041,FEDEX,2,$18.61 ,$8.11 ,$10.50 
2,41048,18040,FEDEX,1,$13.37 ,$8.11 ,$5.26 
3,41048,79201,FEDEX,4,$19.97 ,$8.11 ,$11.86 
2,41048,37363,FEDEX,0,$21.08 ,$8.11 ,$12.97 
2,41048,80403,FEDEX,0,$38.73 ,$8.11 ,$30.62 
3,41048,16001,FEDEX,4,$11.85 ,$10.37 ,$1.48 
3,44706,95324,FEDEX,1,$12.74 ,$8.11 ,$4.63 
3,41048,40245,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,60018,FEDEX,1,$16.99 ,$8.11 ,$8.88 
3,41048,36350,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,98223,FEDEX,1,$17.37 ,$8.11 ,$9.26 
3,41048,43527,FEDEX,3,$13.38 ,$11.89 ,$1.49 
3,41048,41048,FEDEX,7,$29.75 ,$21.93 ,$7.82 
2,41048,76140,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,19067,FEDEX,2,$11.87 ,$9.02 ,$2.85 
3,41048,27127,FEDEX,4,$26.57 ,$8.11 ,$18.46 
3,41048,41048,FEDEX,2,$11.90 ,$8.11 ,$3.79 
3,41048,98065,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,78503,FEDEX,1,$15.47 ,$8.11 ,$7.36 
3,41048,33853,FEDEX,1,$11.85 ,$8.11 ,$3.74 
3,41048,79118,FEDEX,4,$13.42 ,$10.78 ,$2.64 
3,41048,41048,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,41048,11568,FEDEX,1,$11.90 ,$8.11 ,$3.79 
2,41048,27258,FEDEX,8,$15.17 ,$14.37 ,$0.80 
3,41048,28226,FEDEX,3,$13.34 ,$9.70 ,$3.64 
3,41048,45342,FEDEX,3,$11.92 ,$9.84 ,$2.08 
3,41048,41048,FEDEX,2,$18.55 ,$8.11 ,$10.44 
2,41048,95709,FEDEX,2,$15.41 ,$8.11 ,$7.30 
3,41048,10701,FEDEX,2,$18.66 ,$8.15 ,$10.51 
3,41048,10465,FEDEX,7,$14.83 ,$11.29 ,$3.54 
3,41048,60060,FEDEX,2,$15.37 ,$8.11 ,$7.26 
3,41048,77840,FEDEX,2,$13.32 ,$8.11 ,$5.21 
3,41048,10532,FEDEX,9,$24.28 ,$23.34 ,$0.94 
2,41048,33009,FEDEX,1,$13.37 ,$8.11 ,$5.26 
3,41048,74171,FEDEX,3,$16.99 ,$9.86 ,$7.13 
3,41048,44853,FEDEX,3,$15.65 ,$11.09 ,$4.56 
2,41048,61270,FEDEX,5,$13.81 ,$11.23 ,$2.58 
3,41048,76126,FEDEX,2,$11.85 ,$8.11 ,$3.74 
3,41048,33487,FEDEX,6,$11.95 ,$10.55 ,$1.40 
3,41048,90069,FEDEX,2,$21.66 ,$9.14 ,$12.52 
3,41048,89128,FEDEX,0,$11.79 ,$8.11 ,$3.68 
2,41048,14580,FEDEX,1,$13.81 ,$8.11 ,$5.70 
3,41048,49022,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,44094,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,18064,FEDEX,2,$28.98 ,$8.11 ,$20.87 
3,41048,90248,FEDEX,1,$11.87 ,$8.11 ,$3.76 
3,41048,46738,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,73072,FEDEX,2,$11.95 ,$8.11 ,$3.84 
3,41048,87109,FEDEX,5,$15.63 ,$10.42 ,$5.21 
3,41048,70392,FEDEX,2,$11.87 ,$8.11 ,$3.76 
3,18974,63005,FEDEX,6,$21.66 ,$8.11 ,$13.55 
3,41048,10950,FEDEX,1,$26.57 ,$8.11 ,$18.46 
3,41048,29169,FEDEX,2,$11.90 ,$8.11 ,$3.79 
2,41048,19601,FEDEX,5,$11.92 ,$11.76 ,$0.16 
3,41048,71024,FEDEX,1,$13.32 ,$8.11 ,$5.21 
3,41048,92201,FEDEX,3,$11.85 ,$8.11 ,$3.74 
3,41048,75160,FEDEX,7,$27.69 ,$24.54 ,$3.15 
3,41048,19134,FEDEX,2,$15.43 ,$8.18 ,$7.25 
2,41048,78343,FEDEX,2,$11.92 ,$8.11 ,$3.81 
3,41048,85755,FEDEX,6,$11.92 ,$11.19 ,$0.73 
3,41048,54235,FEDEX,4,$13.36 ,$10.83 ,$2.53 
2,41048,14215,FEDEX,2,$15.43 ,$8.11 ,$7.32 
3,41048,11788,FEDEX,2,$13.42 ,$8.11 ,$5.31 
3,41048,85248,FEDEX,5,$11.87 ,$8.11 ,$3.76 
