sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
HEBRON,10/9/2024,MD20876,30,$254.34 ,6
Hebron,1/18/2024,IL60804,30,$54.72 ,6
HEBRON,9/30/2024,NY10010,28.8,$57.72 ,6
Hebron,12/10/2024,MI49507,28.8,$48.66 ,6
Morris Plains,12/18/2024,KY41048,28.8,$48.66 ,6
HEBRON,5/6/2024,MS38611,28.2,$71.64 ,6
Hebron,11/13/2024,IL60133,28.2,$48.66 ,6
Hebron,11/1/2024,TX75220,28.2,$82.20 ,6
Hebron,10/3/2024,TX78229,28.2,$48.66 ,6
Lancaster,9/10/2024,KY41048,28.2,$50.94 ,6
Hebron,3/20/2024,KY40213,27.6,$38.52 ,6
Hebron,5/9/2024,WI53132,27.6,$55.14 ,6
Lancaster,4/11/2024,KY41048,27.6,$57.24 ,6
Hebron,12/27/2024,GA30043,27,$87.24 ,6
Hebron,5/3/2024,MI48083,27,$54.78 ,6
Hebron,3/6/2024,MI48089,27,$92.16 ,6
Hebron,4/3/2024,OH45342,27,$77.58 ,6
Hebron,3/26/2024,IN46222,26.4,$77.58 ,6
Hebron,9/9/2024,MO63110,26.4,$48.72 ,6
Hebron,3/27/2024,AR72114,25.8,$54.90 ,6
Bethlehem,3/22/2024,FL32811,22.2,$57.36 ,6
Hebron,5/16/2024,TX76131,22.2,$55.08 ,6
Hebron,10/2/2024,MO65201,21.6,$48.66 ,6
Lancaster,9/10/2024,KY41048,20.4,$50.94 ,6
Hebron,12/2/2024,NJ88444,19.2,$57.72 ,6
Hebron,1/29/2024,TX78665,19.2,$77.34 ,6
Hebron,1/26/2024,FL33172,18.6,$54.72 ,6
Mt. Pleasant,10/28/2024,MO64086,18.6,$83.04 ,6
Hebron,12/5/2024,GA30024,17.4,$65.04 ,6
Hebron,3/8/2024,MA19692,17.4,$68.16 ,6
Hebron,10/16/2024,NJ83601,14.4,$70.98 ,6
KENOSHA,1/4/2024,AZ85284,14.4,$54.78 ,6
Knoxville,12/10/2024,TX78746,13.8,$50.82 ,6
Hebron,9/25/2024,OH45404,13.2,$48.66 ,6
Hebron,11/6/2024,IL60133,12,$48.72 ,6
Hebron,12/4/2024,GA30024,7.2,$48.66 ,6
Hebron,10/25/2024,TX75062,7.2,$74.52 ,6
Hebron,4/12/2024,TX75062,6.6,$54.78 ,6
Hebron,5/15/2024,TX75062,6.6,$55.08 ,6
Hebron,12/20/2024,IL60133,5.82,$48.66 ,6
Hebron,4/8/2024,CA92691,4.5,$54.78 ,6
Hebron,10/30/2024,MA14602,4.44,$14.34 ,6
Hebron,5/1/2024,MO63110,3.6,$189.78 ,6
HUNTINGTON BEACH,1/9/2024,CA92614,1.86,$54.72 ,6
Hebron,11/19/2024,FL33182,310,$222.40 ,5
Hebron,10/10/2024,TX79936,294.5,$359.50 ,5
Hebron,12/16/2024,FL33815,291.5,$226.65 ,5
Hebron,3/21/2024,WA98032,290.5,$435.40 ,5
Hebron,12/12/2024,IA52001,268.4,$199.45 ,5
Hebron,12/4/2024,CA90280,267,$301.50 ,5
Hebron,9/3/2024,GA30144,267,$183.05 ,5
Hebron,11/7/2024,PA18517,266,$191.00 ,5
Hebron,1/29/2024,PA17057,265.5,$298.90 ,5
Hebron,2/9/2024,GA30309,255,$838.75 ,5
Hebron,11/7/2024,TX79903,249,$110.85 ,5
Hebron,5/6/2024,GA30909,244.5,$79.15 ,5
Hebron,12/16/2024,GA30024,229.5,$75.15 ,5
Hebron,12/16/2024,GA30024,229,$75.15 ,5
Hebron,10/31/2024,CA91331,228.2,$294.70 ,5
Hebron,11/6/2024,CA92590,225.5,$141.10 ,5
Hebron,1/15/2024,TN37406,225,$63.65 ,5
Hebron,10/2/2024,MA21845,216,$83.15 ,5
Hebron,5/10/2024,NE68106,210,$267.25 ,5
Hebron,4/10/2024,WA98274,210,$204.45 ,5
Hebron,4/2/2024,PA15085,206.5,$61.95 ,5
Woodridge,9/10/2024,AZ85210,203,$117.80 ,5
Hebron,11/7/2024,VA22030,202.25,$64.55 ,5
HEBRON,10/10/2024,PA17084,200,$234.20 ,5
HEBRON,9/16/2024,TN37122,200,$107.45 ,5
Hebron,3/19/2024,GA30144,200,$67.65 ,5
Hebron,3/12/2024,IN47274,200,$59.60 ,5
Hebron,9/16/2024,TN38024,199.5,$70.20 ,5
Hebron,2/9/2024,FL32541,197,$80.55 ,5
Hebron,1/25/2024,PA19057,196.5,$67.40 ,5
Seal Beach,4/12/2024,KY41048,195,$135.75 ,5
Hebron,1/19/2024,CO80537,194,$99.95 ,5
Hebron,2/15/2024,MD21075,193,$67.40 ,5
Hebron,2/22/2024,KY41048,190.5,$48.55 ,5
HEBRON,5/13/2024,NC27615,190,$161.20 ,5
Hebron,3/13/2024,KY41018,190,$46.55 ,5
TORRANCE,1/5/2024,NJ88373,190,$139.00 ,5
HEBRON,9/30/2024,OH44460,188.5,$52.55 ,5
Hebron,12/31/2024,CO80129,188,$94.05 ,5
Hebron,3/5/2024,IL61074,188,$89.35 ,5
Minnetonka,3/28/2024,TX78752,182,$98.00 ,5
Hebron,3/4/2024,FL33122,180,$80.85 ,5
HEBRON,11/19/2024,AL36037,175,$177.60 ,5
EARTH CITY,2/5/2024,FL34471,171,$75.50 ,5
Hebron,10/11/2024,WA99202,170.5,$216.10 ,5
Hebron,5/9/2024,OR97477,168.5,$124.40 ,5
Hebron,4/11/2024,VA24153,168.5,$52.30 ,5
Hebron,4/10/2024,WA98032,168,$129.30 ,5
Hebron,10/15/2024,SC29303,167,$115.60 ,5
Hebron,2/19/2024,OH45242,165,$45.80 ,5
Hebron,10/8/2024,CT67864,161,$148.05 ,5
San Jose,9/17/2024,KY41048,161,$109.50 ,5
Hebron,3/1/2024,CA94538,159.5,$115.20 ,5
Garden City,10/25/2024,KY41048,155,$187.95 ,5
HEBRON,9/30/2024,OH45014,153,$40.55 ,5
Garden City,2/21/2024,KY41048,152,$97.20 ,5
Hebron,11/22/2024,MT59923,151.75,$99.30 ,5
Hebron,11/1/2024,CO80202,150,$170.60 ,5
Princeton,1/3/2024,CO80216,150,$103.10 ,5
Hebron,9/19/2024,CO81632,149.5,$86.60 ,5
Hebron,10/29/2024,MI49424,149,$117.25 ,5
Hebron,1/31/2024,TX76148,149,$67.85 ,5
Hebron,9/19/2024,CO81632,148.5,$86.60 ,5
Hebron,9/24/2024,TN38382,148,$60.30 ,5
Hebron,1/23/2024,TX79415,146.5,$80.55 ,5
Hebron,9/6/2024,FL32806,146,$75.00 ,5
Hebron,1/8/2024,FL33404,146,$67.85 ,5
HEBRON,2/5/2024,OH44145,145.5,$51.95 ,5
Hebron,5/9/2024,NM87106,143,$100.95 ,5
Hebron,3/11/2024,NY13088,143,$54.80 ,5
Hebron,1/9/2024,TX77043,143,$80.55 ,5
Hebron,2/23/2024,TX75024,142.5,$81.00 ,5
Hebron,4/10/2024,IL60601,141.5,$54.65 ,5
Mt. Pleasant,11/4/2024,MI48015,141,$98.55 ,5
COMPTON,12/20/2024,IL61614,138.75,$115.85 ,5
Hebron,5/9/2024,IN46074,137.5,$45.95 ,5
"SOUTH PLAINFIELD,",3/28/2024,TX78230,137,$124.25 ,5
Hebron,12/19/2024,ND58102,136,$64.55 ,5
jacksonville,10/1/2024,KY41048,135.5,$60.85 ,5
Minden,3/6/2024,KY41048,135,$104.75 ,5
Hebron,10/7/2024,NC28451,134,$94.35 ,5
Minden,3/25/2024,KY41048,134,$104.75 ,5
GREENVILLE,10/23/2024,IL60133,133.5,$87.80 ,5
GREENVILLE,10/23/2024,IL60133,133,$87.80 ,5
Hebron,9/24/2024,CA93308,131.5,$97.30 ,5
Hebron,4/8/2024,MD21202,131.5,$76.60 ,5
Hebron,10/4/2024,TX77477,131,$63.25 ,5
ANAHEIM,9/16/2024,WV25510,130,$163.40 ,5
ANAHEIM,11/15/2024,WV25510,130,$164.90 ,5
Hebron,12/20/2024,CA90089,128.5,$101.05 ,5
Hebron,1/5/2024,OH44706,128.5,$47.55 ,5
Hebron,2/14/2024,MI48335,127,$47.45 ,5
HEBRON,9/23/2024,CA95819,126.5,$95.75 ,5
Hebron,12/10/2024,CA95618,126,$101.05 ,5
Hebron,5/9/2024,MD21225,126,$74.05 ,5
Hebron,11/6/2024,PA17406,126,$47.65 ,5
Hebron,10/10/2024,GA30093,125.5,$109.35 ,5
ANAHEIM,9/26/2024,IA50111,125,$99.50 ,5
ANAHEIM,12/23/2024,IA50111,125,$104.20 ,5
ANAHEIM,10/11/2024,KY40299,125,$185.70 ,5
HEBRON,12/26/2024,FL33195,125,$253.15 ,5
Hebron,5/6/2024,AZ85374,125,$87.20 ,5
Hebron,10/16/2024,FL32205,125,$104.20 ,5
Hebron,10/10/2024,GA30093,125,$105.85 ,5
Hebron,9/17/2024,TX75254,125,$54.75 ,5
Jacksonville,5/2/2024,KY41048,125,$61.50 ,5
HEBRON,9/10/2024,FL33172,124.5,$54.75 ,5
Hebron,9/13/2024,CA90740,124.5,$92.05 ,5
Hebron,9/11/2024,PA17406,124.5,$45.75 ,5
Hebron,3/25/2024,WI53151,124.5,$46.05 ,5
HEBRON,9/10/2024,FL33172,124,$54.75 ,5
Hebron,3/25/2024,WI53151,123.5,$46.05 ,5
EARTH CITY,9/20/2024,NY11206,123,$57.20 ,5
GREENVILLE,2/26/2024,CO80229,122.5,$59.00 ,5
Hebron,1/19/2024,IL60050,122,$45.90 ,5
GREENVILLE,2/26/2024,IL62450,121.5,$60.40 ,5
Hebron,10/30/2024,MN55317,121.5,$87.45 ,5
KENOSHA,5/13/2024,KY41048,121,$66.35 ,5
MINNEAPOLIS,9/16/2024,NJ70392,121,$57.20 ,5
HEBRON,10/29/2024,AL35209,120.5,$79.75 ,5
ANAHEIM,5/1/2024,NY11101,120,$119.90 ,5
Eugene,11/20/2024,NY11563,120,$96.05 ,5
FRIDLEY,1/15/2024,NJ70282,120,$92.50 ,5
HEBRON,3/28/2024,AK99518,120,$283.60 ,5
Hebron,2/21/2024,GA30144,120,$49.05 ,5
Hebron,1/31/2024,PA18643,120,$48.80 ,5
Hebron,1/9/2024,AZ85044,119.5,$81.95 ,5
Hebron,9/20/2024,TN37416,119.5,$42.65 ,5
HEBRON,1/4/2024,CA92122,119,$319.20 ,5
Hebron,12/3/2024,MO63146,119,$63.50 ,5
Hebron,9/24/2024,PA17055,118.5,$45.50 ,5
Boothwyn,10/16/2024,KY41048,118,$100.10 ,5
Hebron,12/12/2024,NY11379,118,$61.65 ,5
Hebron,12/6/2024,PA16001,118,$45.00 ,5
Hebron,5/2/2024,MS39503,117.5,$57.70 ,5
Hebron,5/1/2024,NC27215,117.5,$48.90 ,5
SAN LEANDRO,11/5/2024,KY41048,117.5,$89.30 ,5
HEBRON,9/10/2024,OK74112,117,$53.70 ,5
Hebron,4/18/2024,IN47274,117,$56.80 ,5
Hebron,2/20/2024,NM88011,116.5,$70.55 ,5
Hebron,12/23/2024,NY11735,116.5,$48.00 ,5
GREENVILLE,1/29/2024,AR72745,116,$57.60 ,5
Hebron,10/3/2024,MS39402,116,$45.50 ,5
Hebron,9/26/2024,NC27877,115.5,$54.95 ,5
Hebron,12/16/2024,NY12205,115.5,$56.65 ,5
GREENVILLE,1/29/2024,AR72745,115,$54.25 ,5
HEBRON,4/1/2024,CA95815,115,$253.45 ,5
HEBRON,4/10/2024,FL33844,115,$248.95 ,5
HEBRON,10/17/2024,UT84401,115,$357.95 ,5
HEBRON,9/27/2024,WI53224,115,$61.80 ,5
Hebron,2/13/2024,IL61356,115,$56.65 ,5
Hebron,3/5/2024,TN37185,115,$59.45 ,5
Woodbury,12/31/2024,MD21237,115,$44.85 ,5
Bentonville,11/8/2024,FL33172,114.5,$66.90 ,5
FREMONT,3/26/2024,KY41048,114.5,$90.80 ,5
Hebron,5/8/2024,NC27587,114.5,$68.00 ,5
Hebron,11/26/2024,NC27713,114.5,$62.60 ,5
Hebron,5/3/2024,NC28602,114.5,$45.80 ,5
Hebron,2/23/2024,GA30213,114,$46.30 ,5
Hebron,10/15/2024,SC29306,114,$80.50 ,5
HEBRON,9/27/2024,NC27409,113.5,$42.90 ,5
HEBRON,9/6/2024,NY11205,113.5,$43.05 ,5
Hebron,3/4/2024,CA90620,113.5,$90.80 ,5
Hebron,1/15/2024,MN55337,113.5,$52.10 ,5
Hebron,9/4/2024,NJ88791,113.5,$43.05 ,5
HEBRON,10/29/2024,NC27409,113,$80.50 ,5
HEBRON,9/11/2024,TX76137,113,$50.65 ,5
Hebron,3/4/2024,NC27409,113,$46.25 ,5
Hebron,11/27/2024,OH45320,113,$48.10 ,5
HEBRON,9/20/2024,NC27409,112.5,$42.95 ,5
Hebron,2/19/2024,GA30809,112.5,$46.30 ,5
Hebron,5/6/2024,GA31642,112.5,$60.20 ,5
Hebron,11/1/2024,TX77355,112.5,$95.90 ,5
El Paso,1/27/2024,KY41048,112,$95.60 ,5
HEBRON,3/28/2024,ONL9W3Z9,112,$349.85 ,5
Hebron,2/5/2024,AL36104,112,$46.10 ,5
Hebron,3/22/2024,NC27409,112,$46.25 ,5
Hebron,9/20/2024,NC27409,112,$42.95 ,5
Hebron,10/31/2024,OH45414,112,$114.80 ,5
Hebron,3/21/2024,PA15147,112,$45.75 ,5
Hebron,9/20/2024,NC27409,111.5,$42.95 ,5
Hebron,11/25/2024,OH44141,111.5,$40.65 ,5
Hebron,3/5/2024,OH44718,111.5,$45.75 ,5
Hebron,1/15/2024,TX78526,111,$66.55 ,5
Hebron,12/16/2024,CA92127,110.5,$89.00 ,5
Hebron,1/12/2024,IL60195,110.5,$45.60 ,5
Hebron,3/14/2024,MI48375,110.5,$45.75 ,5
Hebron,4/12/2024,TX77803,110.5,$54.35 ,5
Flowery Branch,4/3/2024,SC29306,110,$45.75 ,5
Flowery Branch,9/23/2024,TX76011,110,$50.05 ,5
HEBRON,12/9/2024,CA92121,110,$282.85 ,5
HEBRON,2/1/2024,TN37013,110,$198.05 ,5
HEBRON,9/10/2024,VA20166,110,$275.35 ,5
Hebron,2/13/2024,GA31642,110,$59.25 ,5
Hebron,1/23/2024,IL60803,110,$45.60 ,5
Hebron,3/21/2024,MI49507,110,$45.75 ,5
Hebron,12/11/2024,OH44870,110,$40.55 ,5
Hebron,1/18/2024,CA92064,109,$87.10 ,5
Hebron,10/8/2024,UT84088,109,$163.40 ,5
Groveport,9/24/2024,MI48116,108,$42.35 ,5
Hebron,1/10/2024,MD21005,107,$75.50 ,5
Hebron,10/21/2024,WA98032,107,$186.65 ,5
Hebron,3/27/2024,WA98223,107,$110.00 ,5
Hebron,4/1/2024,TX78220,106.5,$71.95 ,5
FREMONT,3/27/2024,OH44145,106,$91.35 ,5
Hebron,10/21/2024,CA95351,106,$177.50 ,5
Hebron,12/10/2024,CA95377,106,$97.00 ,5
Hebron,12/6/2024,TX78207,106,$84.20 ,5
GREENVILLE,12/16/2024,OH44875,105.5,$52.20 ,5
Hebron,12/23/2024,NJ70247,105.5,$44.65 ,5
KNOXVILLE,12/11/2024,AZ85043,105,$277.40 ,5
KNOXVILLE,12/11/2024,PA17057,105,$191.15 ,5
KNOXVILLE,10/21/2024,PA15672,105,$296.20 ,5
ONTARIO,11/5/2024,KY41048,105,$214.75 ,5
HEBRON,2/21/2024,NC28752,104.5,$56.90 ,5
HEBRON,9/12/2024,OK73102,104,$48.80 ,5
Hebron,4/3/2024,OK73762,104,$126.55 ,5
Hebron,5/10/2024,FL33018,103.5,$59.20 ,5
Hebron,3/22/2024,MO63143,103.5,$46.05 ,5
Hebron,9/25/2024,MI48062,103,$48.10 ,5
MINNEAPOLIS,10/8/2024,CA94553,103,$147.45 ,5
Carson,4/8/2024,CA92780,102.5,$47.70 ,5
Carson,10/25/2024,FL34683,102,$164.90 ,5
Hebron,1/24/2024,CA94085,102,$83.40 ,5
Hebron,12/18/2024,MI49440,102,$49.25 ,5
Hebron,12/27/2024,AZ85546,101.5,$82.90 ,5
CYPRESS,9/6/2024,KY41048,101,$77.90 ,5
Hebron,12/27/2024,AZ85603,101,$82.90 ,5
Hebron,9/18/2024,LA70506,101,$48.80 ,5
Hebron,3/1/2024,WA98003,101,$83.85 ,5
Hebron,3/8/2024,AZ85282,100.5,$74.90 ,5
Hebron,2/7/2024,CA90066,100.5,$139.65 ,5
Hebron,1/3/2024,GA30188,100.5,$45.65 ,5
Hebron,1/26/2024,MT59623,100.5,$74.65 ,5
Hebron,1/5/2024,NJ88762,100.5,$45.65 ,5
HEBRON,2/1/2024,MO63146,100,$256.50 ,5
Hebron,4/17/2024,NY11520,100,$45.75 ,5
KENOSHA,1/5/2024,KY41048,100,$45.65 ,5
ONTARIO,11/5/2024,KY41048,100,$214.75 ,5
Hebron,1/11/2024,TN37919,99.5,$77.85 ,5
Boothwyn,2/6/2024,TN37416,99,$54.00 ,5
Hebron,9/13/2024,GA30097,99,$40.60 ,5
Hebron,3/20/2024,GA30024,98.5,$45.75 ,5
Hebron,2/13/2024,IN46075,98.5,$45.60 ,5
Hebron,4/4/2024,MN56623,98.5,$67.85 ,5
Hebron,4/1/2024,TN37919,98.5,$78.10 ,5
Eugene,9/30/2024,MS38654,98,$78.80 ,5
Hebron,1/8/2024,AL35205,98,$45.60 ,5
Hebron,12/4/2024,MI49424,98,$40.55 ,5
Hebron,4/4/2024,MN56623,98,$67.85 ,5
Hebron,4/12/2024,MN56623,98,$67.75 ,5
Hebron,3/1/2024,TN37919,98,$78.25 ,5
Hebron,4/1/2024,TN37919,98,$78.10 ,5
Hebron,10/10/2024,TN37919,98,$117.10 ,5
Hebron,1/8/2024,AL35205,97.5,$45.60 ,5
Hebron,2/22/2024,AL35205,97.5,$45.80 ,5
Hebron,10/1/2024,FL33430,97.5,$57.25 ,5
Hebron,10/25/2024,IL60173,97.5,$114.65 ,5
Hebron,3/6/2024,TX75006,97.5,$54.45 ,5
Hebron,12/24/2024,UT84119,97.5,$115.70 ,5
Hebron,4/10/2024,TX75006,97,$54.35 ,5
Hebron,1/3/2024,CO80228,96.5,$71.85 ,5
CYPRESS,3/22/2024,KY41048,96,$85.50 ,5
Hebron,2/14/2024,NJ70221,96,$45.60 ,5
Hebron,10/18/2024,AL35233,95.5,$63.55 ,5
Hebron,5/13/2024,AL35806,95.5,$45.90 ,5
Hebron,10/28/2024,TX78014,95.5,$104.60 ,5
HEBRON,2/14/2024,PA15061,95,$158.55 ,5
Hebron,3/22/2024,AZ85282,95,$86.75 ,5
Hebron,4/8/2024,TN37187,95,$56.70 ,5
Hebron,10/15/2024,WI53151,95,$63.40 ,5
Hebron,10/18/2024,AL35233,94.5,$60.30 ,5
Hebron,1/29/2024,IN46204,94.5,$48.35 ,5
Hebron,4/17/2024,OH44125,94.5,$45.75 ,5
Hebron,10/11/2024,TX77064,94,$110.55 ,5
Hebron,4/10/2024,CA92008,93.5,$82.95 ,5
FRIDLEY,1/4/2024,IN46037,92.5,$47.70 ,5
GREENVILLE,9/6/2024,NJ71103,92.5,$46.45 ,5
Hebron,3/4/2024,AL36618,92.5,$45.75 ,5
Hebron,12/19/2024,MN56701,92.5,$50.40 ,5
Hebron,3/7/2024,TX76177,92.5,$52.50 ,5
SAN ANTONIO,11/8/2024,KY41048,92.5,$53.90 ,5
GREENVILLE,12/11/2024,NY10010,92,$56.45 ,5
Hebron,2/13/2024,MI48126,92,$45.60 ,5
Hebron,5/14/2024,FL34103,91,$54.00 ,5
Hebron,1/23/2024,MD21851,91,$56.65 ,5
HEBRON,9/19/2024,PA18067,90.5,$51.25 ,5
Hebron,11/8/2024,PA17011,90.5,$40.60 ,5
Hebron,11/19/2024,TN37210,90.5,$59.05 ,5
FORT LAUDERDALE,9/9/2024,FL32819,90,$742.65 ,5
HEBRON,2/9/2024,ND58504,90,$154.05 ,5
HEBRON,12/12/2024,UT84081,90,$621.15 ,5
HEBRON,1/22/2024,UT84111,90,$280.25 ,5
Hebron,10/2/2024,IL60008,90,$40.55 ,5
Hebron,9/13/2024,MI48315,90,$69.80 ,5
Hebron,9/13/2024,MN55379,90,$40.60 ,5
Hebron,11/4/2024,NJ70541,90,$83.05 ,5
Hebron,3/7/2024,TX75051,90,$50.10 ,5
HEBRON,10/29/2024,CA95377,89.5,$127.85 ,5
Hebron,11/12/2024,CA91789,89.5,$69.45 ,5
Hebron,9/12/2024,KS66214,89.5,$59.15 ,5
Hebron,9/3/2024,WA98028,89.5,$102.80 ,5
HEBRON,5/13/2024,KY42101,89,$45.90 ,5
Hebron,12/16/2024,CA95377,89,$73.25 ,5
Hebron,9/6/2024,KY42101,89,$40.65 ,5
Hebron,9/17/2024,KY42101,89,$40.60 ,5
Hebron,9/25/2024,MN55344,89,$59.05 ,5
Hebron,2/23/2024,NY14850,89,$67.75 ,5
FRIDLEY,5/6/2024,AL35073,88.5,$64.25 ,5
HEBRON,12/9/2024,AZ85353,88.5,$67.40 ,5
Hebron,11/25/2024,CA95377,88.5,$69.45 ,5
Hebron,9/3/2024,KY42101,88.5,$40.65 ,5
Hebron,9/17/2024,KY42101,88.5,$40.60 ,5
Hebron,4/9/2024,MN55344,88.5,$64.50 ,5
Hebron,3/27/2024,TN37421,88.5,$45.75 ,5
Hebron,4/9/2024,MN55344,88,$64.50 ,5
Hebron,2/21/2024,NM87109,88,$59.35 ,5
Hebron,2/15/2024,TN37421,88,$45.60 ,5
SHAKOPEE,3/5/2024,NV89118,88,$71.95 ,5
Hebron,2/20/2024,MO65201,87.5,$45.80 ,5
Hebron,1/8/2024,TX75172,87.5,$49.95 ,5
Hebron,11/21/2024,TX78721,87.5,$44.20 ,5
Hebron,1/22/2024,CA95377,87,$78.45 ,5
Hebron,2/12/2024,OH43035,87,$45.60 ,5
Hebron,2/15/2024,TX75006,87,$54.25 ,5
Hebron,2/26/2024,AZ85353,86.5,$72.45 ,5
CYPRESS,2/12/2024,KY41048,85.5,$78.45 ,5
Hebron,1/30/2024,KY42101,85.5,$45.60 ,5
ANAHEIM,1/3/2024,IL60115,85,$257.70 ,5
ANAHEIM,4/5/2024,IL60185,85,$105.70 ,5
HEBRON,9/16/2024,GA30071,85,$133.30 ,5
HEBRON,11/21/2024,IL61761,85,$77.45 ,5
HEBRON,1/30/2024,PA19111,85,$153.05 ,5
FORT LAUDERDALE,1/12/2024,KY41048,84.6,$50.76 ,5
HEBRON,1/22/2024,TX77067,84.5,$47.65 ,5
HEBRON,9/5/2024,TX77380,84.5,$42.30 ,5
Hebron,9/16/2024,CA92832,84.5,$64.50 ,5
Hebron,2/15/2024,FL32408,84.5,$47.65 ,5
Hebron,5/15/2024,GA30349,84.5,$45.90 ,5
Hebron,3/20/2024,IL60048,84.5,$95.70 ,5
Hebron,11/7/2024,KY41051,84.5,$52.90 ,5
Hebron,4/8/2024,MI48458,84.5,$75.55 ,5
Hebron,9/13/2024,MN55379,84.5,$40.60 ,5
Hebron,10/7/2024,MO64030,84.5,$59.40 ,5
Hebron,1/31/2024,PA19050,84.5,$67.90 ,5
Hebron,9/30/2024,TX75056,84.5,$65.35 ,5
Terre Haute,2/27/2024,MO63141,84.5,$47.85 ,5
Hebron,2/21/2024,FL32218,84,$45.80 ,5
Hebron,3/12/2024,FL32303,84,$47.80 ,5
Hebron,3/28/2024,FL33154,84,$97.75 ,5
Hebron,4/12/2024,FL34232,84,$47.70 ,5
Hebron,9/26/2024,IL60084,84,$40.55 ,5
Hebron,2/28/2024,IL60603,84,$45.80 ,5
Hebron,12/12/2024,MD20735,84,$40.55 ,5
Hebron,1/4/2024,MS39406,84,$45.65 ,5
Hebron,3/13/2024,NV89118,84,$69.70 ,5
Hebron,11/13/2024,NV89118,84,$61.55 ,5
Hebron,2/22/2024,PA15120,84,$64.75 ,5
Hebron,5/14/2024,TX76205,84,$47.95 ,5
Hebron,4/10/2024,TX78721,84,$47.70 ,5
Hebron,2/14/2024,UT84104,84,$69.50 ,5
SAN ANTONIO,9/25/2024,KY41048,84,$49.65 ,5
Terre Haute,10/17/2024,IA50309,84,$73.10 ,5
ELGIN,12/18/2024,KY41048,83.5,$40.55 ,5
Hebron,4/12/2024,AZ85714,83.5,$69.60 ,5
Hebron,3/8/2024,FL32712,83.5,$78.85 ,5
Hebron,5/3/2024,FL34232,83.5,$47.70 ,5
Hebron,9/4/2024,LA70123,83.5,$42.30 ,5
Hebron,12/12/2024,LA70123,83.5,$44.55 ,5
Hebron,1/26/2024,PA15238,83.5,$77.85 ,5
Hebron,5/6/2024,TX75220,83.5,$48.05 ,5
Hebron,5/15/2024,VA24266,83.5,$57.00 ,5
Hebron,9/5/2024,WI54929,83.5,$48.25 ,5
HEBRON,12/26/2024,OK74008,83,$52.10 ,5
Hebron,12/10/2024,AZ85250,83,$64.95 ,5
Hebron,2/19/2024,MN55343,83,$45.80 ,5
Hebron,5/15/2024,VA24266,83,$57.00 ,5
Hebron,12/30/2024,MD21784,82.5,$48.10 ,5
Hebron,12/31/2024,MI49424,82.5,$40.55 ,5
Hebron,1/26/2024,PA15238,82.5,$77.85 ,5
FRIDLEY,5/6/2024,IL60439,82,$48.00 ,5
Hebron,1/30/2024,FL32351,82,$114.95 ,5
Hebron,1/16/2024,FL34653,82,$57.60 ,5
Hebron,9/16/2024,VA23005,82,$40.60 ,5
Hebron,12/17/2024,CA90703,81.5,$77.40 ,5
Hebron,9/16/2024,TX77449,81.5,$42.25 ,5
Hebron,9/20/2024,IL60123,81,$40.60 ,5
Hebron,10/11/2024,MN55767,81,$104.05 ,5
Hebron,2/19/2024,NY12866,81,$81.00 ,5
Hebron,12/27/2024,IL60185,80.5,$40.55 ,5
ANAHEIM,3/1/2024,FL33172,80,$120.35 ,5
ANAHEIM,5/13/2024,NH3079,80,$355.25 ,5
Hebron,5/7/2024,FL33326,80,$77.95 ,5
Hebron,11/1/2024,GA30144,80,$63.00 ,5
Hebron,5/2/2024,IL60185,80,$45.65 ,5
Hebron,5/15/2024,MS39437,80,$57.00 ,5
Hebron,1/19/2024,WV25313,80,$45.60 ,5
Minden,5/6/2024,KY41048,80,$73.35 ,5
Woodbury,1/30/2024,KY41048,80,$45.60 ,5
COMPTON,10/31/2024,NJ75121,79.75,$189.25 ,5
COMPTON,12/26/2024,NJ75121,79.5,$98.40 ,5
Hebron,9/18/2024,CA92122,79.5,$64.50 ,5
Hebron,10/30/2024,GA30144,79.5,$64.60 ,5
Hebron,3/22/2024,OH43040,79.5,$56.80 ,5
GREENVILLE,3/21/2024,NJ88544,79,$46.50 ,5
Hebron,3/21/2024,AZ85338,79,$72.35 ,5
Hebron,12/5/2024,CA94568,79,$86.45 ,5
Hebron,10/8/2024,CA95330,79,$130.55 ,5
Hebron,11/1/2024,GA30144,79,$63.00 ,5
Hebron,4/1/2024,IL61607,79,$45.75 ,5
Hebron,11/8/2024,TX75212,79,$41.10 ,5
HEBRON,10/3/2024,IL60191,78.5,$40.55 ,5
Hebron,5/2/2024,IL61607,78.5,$45.65 ,5
Knoxville,4/1/2024,AZ85027,78.5,$72.85 ,5
HEBRON,10/3/2024,IL60191,78,$40.55 ,5
Knoxville,11/22/2024,CA92310,78,$138.15 ,5
PLANO,2/1/2024,GA30507,78,$56.45 ,5
Hebron,3/7/2024,OH45246,77.5,$45.75 ,5
Hebron,3/27/2024,AL35806,77,$45.75 ,5
Hebron,2/9/2024,GA30349,77,$45.60 ,5
PORTLAND,4/11/2024,KY41048,77,$72.85 ,5
HEBRON,9/9/2024,IN46184,76,$40.60 ,5
HEBRON,4/22/2024,ONL5T2J3,76,$229.95 ,5
Hebron,9/16/2024,IL60133,76,$54.90 ,5
Hebron,1/9/2024,NC27703,76,$45.60 ,5
Hebron,5/2/2024,TX76117,76,$65.30 ,5
HEBRON,9/5/2024,TX75071,75.5,$75.00 ,5
HEBRON,9/13/2024,TX78521,75.5,$57.45 ,5
